Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
12400,13537582,"Measa Vajjik","2025-03-22 14:28:21",0.76555,3,measavajjik
12401,4686830,kagglexyzw,"2025-03-22 14:59:46",0.76555,1,kagglexyzw
12402,2794721," Gustavo Sutter","2025-03-22 19:10:39",0.76555,2,suttergustavo
12403,13538504,"Minjun Kim","2025-03-22 17:38:40",0.76555,1,akjxckgl
12404,13537162,"Aleksandr Bogdanov","2025-03-22 18:24:50",0.76555,2,iupowq
12405,13538781,mmradovitskaya,"2025-03-22 19:17:56",0.76555,2,mmradovitskaya
12406,13538871,"Aleksandr Bogdanov #2","2025-03-22 19:54:02",0.76555,1,adbogdanov1
12407,13538993,"Amir Rashnavadi","2025-03-22 20:44:39",0.76555,1,amirrashnavadi
12408,13539161,"Youssef Atourqui","2025-03-23 21:48:59",0.76555,4,youssefatourqui
12409,13539363,"Jaysheel Dodia","2025-03-23 00:18:04",0.76555,1,jaysheeldodia
12410,3785267,IsseiYamamoto,"2025-03-23 05:29:31",0.76555,10,isseiyamamoto
12411,13539727,"Kusum Menaria","2025-03-23 04:13:12",0.76555,1,kusummenaria
12412,13539755,davidFWli,"2025-03-23 04:22:00",0.76555,1,davidfwli
12413,13539769,JuelaiLi,"2025-03-23 04:32:55",0.76555,1,juelaili
12414,13540021,"Yifu Pu","2025-03-23 05:47:49",0.76555,1,yifupu
12415,12471886,"Muna Dini","2025-03-24 09:33:46",0.76555,4,munadini
12416,13540513,Jeong_Ukhyun,"2025-03-23 16:55:33",0.76555,3,jeongukhyun
12417,13540919,"Umair Siddiquie","2025-03-23 10:54:41",0.76555,1,umairsiddiquie
12418,13496026,"Sai Saing Kham","2025-03-23 12:27:45",0.76555,3,saisaingkham
12419,13541358,"kimyewon #3","2025-03-23 13:30:28",0.76555,3,goldenbob
12420,13541415,nuingnuing,"2025-03-23 13:21:48",0.76555,1,nuingnuing
12421,13541605,"Andrea Maria Bertolazzi","2025-03-25 16:40:17",0.76555,4,tulas75
12422,13541762,"minji #4","2025-03-31 06:45:33",0.76555,5,alswl333
12423,13507028,dlwocks,"2025-03-23 16:59:13",0.76555,4,dlwocks
12424,13542542,"Bằng Nguyễn Xuân","2025-03-23 18:07:05",0.76555,1,bngnguynxun
12425,13543010,"Alberto Martínez Fraile","2025-03-23 21:08:21",0.76555,1,albertomartnezfraile
12426,13543644,zexu.yan,"2025-03-24 02:23:52",0.76555,1,zexuyan
12427,13543793,Geo0426,"2025-03-24 03:15:20",0.76555,1,geo0426
12428,13544184,louis198,"2025-03-24 05:35:21",0.76555,1,louis198
12429,13544215,"Yu Izumi","2025-03-24 05:41:19",0.76555,1,chibazumi
12430,13544231,dimbaby,"2025-03-24 05:46:40",0.76555,1,dimbaby
12431,13544896,"Muhammed Sarfras PC","2025-03-24 07:54:06",0.76555,1,muhammedsarfras
12432,13544987,"Jung Chan Young","2025-03-24 08:10:27",0.76555,1,jungchanyoung0414
12433,13545136,"Prakhar Khandelwal #3","2025-03-24 08:36:55",0.76555,1,prakhar231
12434,13545162,粕谷友章,"2025-03-24 08:43:12",0.76555,1,tkasuya
12435,13545683,lettersemailg,"2025-03-24 10:24:32",0.76555,2,lettersemailg
12436,13545737,RHYTHM143,"2025-03-24 10:32:47",0.76555,1,rhythm143
12437,13547003,"DINESH RAGAVAN B (RA2411047010092)","2025-03-24 14:55:14",0.76555,1,dineshragavanb
12438,13547424,"PRAJIN KALAISELVAM. B BABU . K (RA2411047010077)","2025-03-24 16:25:30",0.76555,1,prajinkalaiselvam
12439,13547464,"Kannan E","2025-03-24 16:36:31",0.76555,1,kannan1500
12440,13548093,priyansh384,"2025-03-24 19:07:37",0.76555,1,priyansh384
12441,13548180,"زين العابدين عبدالرحمن صدام","2025-03-24 20:05:47",0.76555,7,zainmardo
12442,13548945,"Olga Valladares","2025-03-25 01:07:13",0.76555,2,olgavalladares
12443,13477375,DreamByBed,"2025-03-25 03:46:07",0.76555,4,dreambybed
12444,13549812,"Megumi Dobashi","2025-03-26 08:09:56",0.76555,3,megumidobashi
12445,13550270,shiweibai,"2025-03-25 07:02:09",0.76555,2,shiweibai
12446,13550427,FishingDragon,"2025-03-25 07:23:34",0.76555,1,fishingdragon
12447,13551540,"jjang kang (내생에봄날)","2025-03-25 12:42:42",0.76555,4,jjangkang
12448,13551696,SNikan3,"2025-03-25 11:41:56",0.76555,1,snikan3
12449,13551973,"huang Xue37","2025-03-26 12:50:29",0.76555,7,huangxue37
12450,13156167,"Baidoc Patric David","2025-03-25 12:57:26",0.76555,4,baidocpatricdavid
12451,4431175,zassota,"2025-03-26 13:31:16",0.76555,4,zassota
12452,13546493,andrianarivo.david,"2025-03-25 13:56:40",0.76555,4,andrianarivodavid
12453,13552839,Ankitatuku,"2025-03-25 15:41:22",0.76555,1,ankitatuku
12454,13553377,"Ethan Man","2025-03-26 15:08:55",0.76555,4,ethanman82000
12455,12063126,"Petr Chmelík","2025-03-25 21:14:28",0.76555,1,petrchmelk
12456,13554929,ZijieZhou_Oliver,"2025-03-26 03:12:35",0.76555,1,zijiezhouoliver
12457,13556054,TChengHK,"2025-03-28 03:53:14",0.76555,6,tchenghk
12458,13556211,"chen zai hao","2025-03-26 09:01:47",0.76555,1,chenzaihao
12459,13556275,"danyang li","2025-03-26 09:18:07",0.76555,2,danyangli324
12460,13556304,chp0327,"2025-03-26 09:24:26",0.76555,1,chp0327
12461,13556626,"Authen Lee","2025-03-26 10:42:22",0.76555,1,authenlee
12462,13551868,ashish365,"2025-03-26 11:11:53",0.76555,4,ashish365
12463,13556911,BugHunterX,"2025-03-26 11:53:42",0.76555,1,bughunterx
12464,13556941,HackermanX2003,"2025-03-26 12:01:03",0.76555,1,hackermanx2003
12465,13556968,ByteWizard11,"2025-03-26 12:10:33",0.76555,1,bytewizard11
12466,13542461,"sarthak iitian","2025-03-26 13:33:47",0.76555,9,sarthakiitian
12467,13546766,xianyansuiyu,"2025-03-26 14:05:02",0.76555,6,xianyansuiyu
12468,13533602,とりから,"2025-03-26 17:31:57",0.76555,2,torikarachicken
12469,13559737,sagikento,"2025-03-26 21:19:02",0.76555,1,sagikento
12470,13561220,鹤染,"2025-03-27 04:35:54",0.76555,2,hurry11
12471,13561300,"HUNG-HSIANG WANG","2025-03-27 04:05:06",0.76555,3,charlie26701
12472,13561764,Dong%Hann,"2025-03-27 11:45:58",0.76555,8,donghann
12473,13561801,"Grayson Wang","2025-03-27 06:11:22",0.76555,2,graysonwang
12474,13562931,zzjomy,"2025-03-27 09:59:43",0.76555,4,zzjomy
12475,13563177,"Daniel  Ifenna","2025-03-27 10:18:24",0.76555,1,danielifenna
12476,13563344,"Se M","2025-03-27 11:03:15",0.76555,2,sem666
12477,13563348,ani-setchi,"2025-03-27 10:58:58",0.76555,1,anisetchi
12478,13563549,udnytskyi,"2025-03-27 11:43:03",0.76555,1,udnytskyi
12479,13563768,"Maxim Azarov","2025-03-27 12:27:31",0.76555,1,maximazarov
12480,13564206,takao-.-k0,"2025-03-27 14:04:02",0.76555,2,takaok0
12481,13564353,"Ivan Bondarenko #2","2025-03-27 15:06:32",0.76555,2,vanya089
12482,13376589,"Stephanie Richley","2025-03-27 15:31:42",0.76555,13,stephanierichley
12483,13564443,utkarshsharma2005,"2025-03-27 15:24:02",0.76555,1,utkarshsharma2005
12484,13565011,"Isu Patel","2025-03-27 17:11:21",0.76555,1,isuworld
12485,13566324,"Mark Oduca","2025-03-27 23:02:24",0.76555,1,markoduca
12486,13567198,"Sam miu","2025-03-28 04:57:08",0.76555,3,sammiu
12487,13567409,Tsengchiungchen,"2025-03-28 07:23:49",0.76555,2,tsengchiungchen
12488,13567421,CSPPPPing,"2025-03-28 05:35:29",0.76555,1,cspppping
12489,11902622,"Lakshya Kumar #2","2025-03-28 05:52:19",0.76555,2,lakshya9kumar
12490,13567904,yebinLee,"2025-03-28 07:45:13",0.76555,1,yebinlee35
12491,13567979,"Tommy Abc","2025-03-29 09:21:47",0.76555,9,tommy10201020
12492,13568440,mosandesu,"2025-03-28 10:44:09",0.76555,4,mosandesu
12493,13568722,"Takahiro MATOBA","2025-03-28 11:07:43",0.76555,1,takahiromatoba
12494,13568999,Og11so,"2025-03-28 12:27:54",0.76555,3,og11so
12495,13569167,"Fupeng he","2025-03-28 13:13:32",0.76555,1,fupenghe
12496,12796765,twcch1218,"2025-03-28 13:28:55",0.76555,1,twcch1218
12497,12815940,zyc123zzz,"2025-03-28 13:48:50",0.76555,1,zyc123zzz
12498,13569508,"Monte Wren","2025-03-30 19:11:40",0.76555,5,montewren
12499,13569545,JL-烙印,"2025-03-28 17:16:18",0.76555,10,kenneth012
12500,13569836,"Mihai Duzi","2025-03-28 15:43:37",0.76555,1,mihaiduzi
12501,13569928,"BARIS AKINTI","2025-03-28 16:03:14",0.76555,1,barisakinti
12502,13569717,"Mathys GRAULUS","2025-03-28 16:18:06",0.76555,4,mathysgraulus
12503,13570046,Fernbonfim,"2025-03-28 17:24:46",0.76555,2,fernbonfim
12504,13553440,Dzavier,"2025-03-29 14:47:21",0.76555,14,dzavier
12505,13570204,"Clement Ching","2025-03-28 17:36:35",0.76555,5,lhemon412
12506,12650432,"Willyan Bertolino","2025-03-28 17:39:48",0.76555,1,willyanbertolino
12507,13568579,"Javis Chan","2025-03-29 05:20:27",0.76555,11,javischan
12508,13570343,"Terry Li #2","2025-03-29 05:08:17",0.76555,15,terryli123564
12509,13571011,"Takehisa Nishida","2025-03-29 02:18:50",0.76555,6,takehisanishida
12510,13571200,Jáder,"2025-03-29 02:37:59",0.76555,2,jadermsantana
12511,13571341,ヒロフミ,"2025-03-29 01:47:51",0.76555,1,hiro0829
12512,13571489,"Henry Chan #2","2025-03-29 04:17:42",0.76555,9,henrychan0722
12513,13558137,"Jim Lee #3","2025-03-29 05:10:15",0.76555,22,jimlee1208
12514,13572429,"Zhasmin Iusupova","2025-03-29 07:33:49",0.76555,1,zhasminiusupova
12515,13572455,"Dejan Azul","2025-03-29 07:43:07",0.76555,1,dejanazul
12516,13572625,Dream-Beast,"2025-03-29 15:06:09",0.76555,8,dreambeast
12517,13572615,卓ccccgod,"2025-03-29 08:42:11",0.76555,1,ccccgod
12518,13572762,naoki.yoshikawa.wk,"2025-03-29 09:14:53",0.76555,1,naokiyoshikawawk
12519,13572785,"yuxi xu","2025-03-29 12:23:17",0.76555,7,yuxixu
12520,13573276,"Ali Kov","2025-03-29 12:01:13",0.76555,1,alikov
12521,13569736,"mekn_analyzer ","2025-03-29 14:32:02",0.76555,2,meknanalyzer
12522,13574220,"Ash ita","2025-03-29 15:43:37",0.76555,3,ashitax
12523,13575092,"Camila Pérez","2025-03-29 20:46:08",0.76555,1,camilaprz
12524,13575391,HaoY9526,"2025-03-29 23:32:28",0.76555,1,haoy9526
12525,13575975,gihunlee11,"2025-03-30 04:43:59",0.76555,1,gihunlee11
12526,13574009,stephenhu77,"2025-03-30 06:52:13",0.76555,4,stephenhu77
12527,12565376,"Arisa Takahashi","2025-03-30 07:16:32",0.76555,2,arisatakahashi
12528,13576496,xindimm,"2025-03-30 08:32:55",0.76555,3,xindimm
12529,13576626,wang20040218,"2025-03-30 08:36:20",0.76555,1,wang20040218
12530,13576657,kowinss,"2025-03-31 09:36:36",0.76555,2,kowinss
12531,13572590,"Julien Aubert","2025-03-30 09:39:18",0.76555,4,julienaubert
12532,13576872,"Бейбарыс Асқар","2025-03-30 09:54:15",0.76555,1,b1kodoo2010
12533,13577400,"Mitsuko Takagi","2025-03-30 13:23:59",0.76555,4,mitsukotakagi
12534,13578360,"Alexa News","2025-03-30 17:29:18",0.76555,1,alexanews
12535,13579429,"Shrijan Aryal","2025-03-31 01:41:49",0.76555,1,shrijanaryal16345
12536,13579772,Yoon_KD,"2025-03-31 04:38:24",0.76555,5,yoonkd
12537,13579761,"Vaishnavi basutkar20","2025-03-31 03:11:13",0.76555,2,vaishnavibasutkar20
12538,13579889,"Astik Mohapatra","2025-03-31 03:45:42",0.76555,1,astikmohapatra
12539,13580023,Siva2912,"2025-03-31 06:03:40",0.76555,1,siva2912
12540,13580316,Jennychou11,"2025-03-31 06:45:02",0.76555,8,jennychou11
12541,13580343,"Chen Yao Yang1412","2025-03-31 06:51:42",0.76555,7,chenyaoyang1412
12542,13580350,負六次方,"2025-03-31 06:50:00",0.76555,5,chih10
12543,13580364,游oswin,"2025-03-31 06:27:03",0.76555,2,oswin45
12544,13580412,"jangseoyeon #2","2025-03-31 06:46:23",0.76555,2,syjang01
12545,13580422,"Ayano Iwanaga","2025-03-31 06:29:15",0.76555,1,ayanoiwanaga
12546,13580354,lcy112302515,"2025-03-31 06:52:11",0.76555,6,lcy112302515
12547,13580414,Alaynahou,"2025-03-31 06:43:09",0.76555,3,alaynahou
12548,13580445,"Liao Ginger","2025-03-31 06:42:12",0.76555,5,liaoginger
12549,13580391,"Arianis Tisfnel","2025-03-31 06:51:22",0.76555,3,arianistisfnel
12550,13580438,kogi31,"2025-03-31 07:27:43",0.76555,2,kogi31
12551,13580710,l36789,"2025-03-31 09:35:09",0.76555,3,l36789
12552,13580768,"Yuki Mukoyama","2025-03-31 10:06:20",0.76555,3,yukimukoyama
12553,13581024,hanbv@naver.com,"2025-03-31 09:44:57",0.76555,5,hanbvnavercom
12554,13581037,"JinWoong Kim","2025-03-31 08:34:47",0.76555,1,jainwoong
12555,13581388,野副涼佳,"2025-03-31 09:50:49",0.76555,1,toratorashimashima
12556,13581555,"Pramendra Gupta","2025-03-31 10:38:04",0.76555,1,pramendragupta
12557,12078063,yusuke5513,"2025-03-31 16:46:18",0.76555,2,yusuke5513
12558,13582317,Tometomen,"2025-03-31 13:36:55",0.76555,1,tometomen
12559,13582362,"Saurabh Sharma #7","2025-03-31 13:48:35",0.76555,1,saurabhxp
12560,13583062,Leo001,"2025-03-31 16:29:26",0.76555,1,leodetablan
12561,13583394,"Bourgeois Bouiti","2025-03-31 17:52:23",0.76555,1,bourgeoisbouiti
12562,13583473,"Pulkit Chouhan #2","2025-03-31 20:14:03",0.76555,8,pulkitchouhan1
12563,13583586,"IDRISS EL WAANABI","2025-03-31 18:50:49",0.76555,1,idrisselwaanabi02
12564,13584129,FabianPatras,"2025-03-31 21:47:00",0.76555,1,fabianpatras
12565,13585311,"yugo horio","2025-04-01 00:23:29",0.76555,3,yugohorio
12566,13585331,"Akira Fujioka","2025-03-31 23:58:27",0.76555,1,akirafujioka
12567,13084682,Mt.chord,"2025-04-01 02:28:01",0.76555,1,mtchord
12568,13587011,"Yohei Yamaguchi","2025-04-01 02:47:53",0.76555,1,yoheiyamaguchi
12569,13587216,Janghoyoun,"2025-04-01 03:23:22",0.76555,1,janghoyoun
12570,13587239,"wahome lewis","2025-04-01 03:37:27",0.76555,2,wahomelewis
12571,13587275,"許哲睿 123","2025-04-01 03:37:07",0.76555,2,jeremy921
12572,13587308,"Lakshmi manukonda","2025-04-01 03:42:05",0.76555,1,lakshmimanukonda
12573,13246343,"k tosi","2025-01-31 06:37:12",0.76315,4,ktosi03
12574,13278173,"Shivam Shetty","2025-01-31 05:27:53",0.76315,1,shivamshetty
12575,13278745,"A S #2","2025-01-31 13:45:25",0.76315,10,asakashoei
12576,13262542,"Kamil Łacny","2025-02-01 20:18:18",0.76315,6,kamilacny
12577,13279079,"Trọng tâm Nguyễn","2025-01-31 14:57:29",0.76315,2,trngtmnguyn
12578,13278415,"ryudai sekine","2025-01-31 13:24:15",0.76315,9,ryudaisekine
12579,13280163,IndraneelBakshiss,"2025-01-31 15:11:02",0.76315,1,indraneelbakshiss
12580,13280516,"Rajkumar Sivasamy","2025-02-10 15:37:34",0.76315,3,rajkumarsivasamy
12581,12831890,molilazy,"2025-01-31 19:25:25",0.76315,1,molilazy
12582,13281189,Jeff8Park,"2025-01-31 21:07:15",0.76315,2,jeff8park
12583,13281743,"Rowan Massad","2025-02-01 01:29:01",0.76315,1,rowanmassad1
12584,13282680,"Soo Hyeon1679","2025-02-01 07:55:25",0.76315,1,soohyeon1679
12585,13164926,"[Deleted] 7b81a447-cba3-41b4-88a4-aa19570059b9","2025-02-01 10:25:24",0.76315,1,del=5cbd2ef4b80c00fe
12586,13283235,PSchrijnemaekers,"2025-02-01 10:46:33",0.76315,1,pschrijnemaekers
12587,13284362,"Vedant Humbe","2025-02-01 17:24:48",0.76315,1,vedanthumbe
12588,13284522,"Aziz Taamalli","2025-02-01 18:25:52",0.76315,1,aziztaamalli
12589,13242546,"Luca Delussu","2025-02-01 19:23:42",0.76315,1,lucadelussu
12590,13285457,Eason66u,"2025-02-02 04:45:06",0.76315,2,eason66u
12591,13285775,Nishanth1261534,"2025-02-02 06:03:32",0.76315,1,nishanth1261534
12592,13286433,b12305010,"2025-02-05 16:12:23",0.76315,2,maurice1117
12593,13287330,ken344,"2025-02-02 15:58:27",0.76315,1,ken344
12594,13288082,"Roberto Peña Alcaide","2025-02-02 20:49:37",0.76315,1,robertopeaalcaide
12595,13288391,"Sora Miyakita","2025-02-02 23:50:53",0.76315,1,soramiyakita
12596,13290632,"shintaro hoshino","2025-02-13 14:02:29",0.76315,2,shintarohoshino
12597,13290783,kphoenii,"2025-02-03 13:33:44",0.76315,1,kphoenii
12598,13291699,"Tran Tuan Trung","2025-02-03 17:49:04",0.76315,1,trantuantrung
12599,13291768,"Maqsood Ahmed","2025-02-03 18:10:10",0.76315,1,maqsoodahmed110
12600,10871877,"Erin Balagtas","2025-02-03 18:35:40",0.76315,4,erinbalagtas
12601,13291762,"Bethany Peek","2025-02-04 04:26:56",0.76315,4,bethanypeek
12602,13233611,"Brianna Reynon","2025-02-03 18:42:15",0.76315,1,briannareynon
12603,13292528,"Emmanouil Zagoritis","2025-02-03 22:44:06",0.76315,2,emmanouilzagoritis
12604,13292627,"Rebekah Sumter","2025-02-03 23:40:54",0.76315,2,rebekahsumter
12605,13292664,Davis_mmmmmmmm,"2025-02-04 01:56:12",0.76315,2,davismmmmmmmm
12606,13273053,"Luiz Eduardo Beltrão","2025-02-05 13:01:16",0.76315,8,leduardobeltrao
12607,13273760,"Carlos Cartagena","2025-02-04 03:30:32",0.76315,9,carloscartagena555
12608,10684047,konpazi,"2025-02-05 07:54:24",0.76315,18,konpazi
12609,13294204,"W William","2025-02-04 09:44:18",0.76315,1,william430
12610,13295595,"Leon Lethe","2025-02-04 14:51:41",0.76315,2,leonlethe
12611,13296242,"Tiago Airosa","2025-02-04 17:52:43",0.76315,1,tiagoairosa
12612,13296898,"Lucas Lima02","2025-02-04 21:46:38",0.76315,1,lucaslima02
12613,13297467,"Noah Wons","2025-03-06 23:44:58",0.76315,2,noahwons
12614,13298348,LINGLINGPAN,"2025-03-06 08:47:11",0.76315,6,pan719
12615,13298976,"Naoki Hiki","2025-02-05 09:41:54",0.76315,1,naokihiki
12616,13300194,"Samriddhi #2","2025-02-05 20:16:44",0.76315,10,codakid
12617,13300081,wengwwwx,"2025-02-05 15:39:35",0.76315,5,wengwwwx
12618,13301189,"Jules Daniels","2025-02-05 20:11:33",0.76315,1,julesdaniels
12619,13301246,"Steven Blaine","2025-02-05 20:31:07",0.76315,2,stevenblaine
12620,13301680,"Ginji Kaneko","2025-02-06 00:32:14",0.76315,1,ginjikaneko
12621,13302197,"Michael Proeschel","2025-03-07 00:09:45",0.76315,2,michaelproeschel
12622,13302460,"prithiviraj rajarajan sangeetha","2025-02-07 13:01:16",0.76315,2,blazerwel
12623,13303062,しゅーくり,"2025-03-27 06:24:03",0.76315,2,creampuff4123
12624,13304272,FeriusDMS,"2025-02-06 13:38:49",0.76315,1,feriusdms
12625,13304601,"Kazi Shakkhar Rahman","2025-02-06 14:55:12",0.76315,1,kazishakkharrahman
12626,13304846,"Khwaish Agarwal #2","2025-02-06 15:40:31",0.76315,1,kagarwal3be22
12627,13304948,"Ahmed #16","2025-02-06 16:01:45",0.76315,1,ahmed3568
12628,13304979,"Rupture TIET","2025-02-06 16:07:00",0.76315,1,rupturetiet
12629,13305015,"Jatin Agarwal","2025-02-06 16:14:02",0.76315,1,jatinagarwal13
12630,13305019,Khadebu,"2025-02-06 16:15:23",0.76315,1,khadebu
12631,13305022,PaveGuardians,"2025-02-06 16:16:33",0.76315,1,paveguardians
12632,13305448,"Eshaan Aryan Sinha","2025-02-07 17:57:40",0.76315,4,eshaanaryansinha
12633,13305872,"Shauraya Aggarwal","2025-02-06 20:17:16",0.76315,1,shaurayaaggarwal
12634,13306010,"João Vitor #4","2025-02-06 21:20:12",0.76315,1,ojoaovitor
12635,13306173,"VINAYAK TOOR","2025-02-06 22:19:00",0.76315,1,vinayaktoor
12636,13306246,DerekMorales22,"2025-02-06 23:00:34",0.76315,1,derekmorales22
12637,13307055,usapyonpyon,"2025-02-07 04:51:40",0.76315,1,shinom1123
12638,13307254,"Viraj Paradkar","2025-02-07 05:57:46",0.76315,1,virajparadkar
12639,13304425,"Shinkarev Aleksandr","2025-02-07 09:15:26",0.76315,3,shinkarevaleksandr
12640,13308230,"Zoltan Balog","2025-02-07 10:11:33",0.76315,1,zoltanbalog
12641,13308748,"sakamoto rei","2025-02-07 12:38:26",0.76315,1,sakamotorei
12642,13290824,kaggle.com/Crespo01,"2025-02-07 12:56:40",0.76315,1,kagglecomcrespo01
12643,13309096,"Yurii Hyrun","2025-02-07 13:36:54",0.76315,2,yuriihyrun
12644,13309640,"Abhay Rana 18","2025-02-08 09:22:08",0.76315,4,abhayrana18
12645,13309919,"Mümin Ünal","2025-02-07 16:40:15",0.76315,1,mminnal
12646,13312647,"Hanano Kikuchi","2025-02-08 09:00:37",0.76315,1,hananokikuchi
12647,13312991,"C Shamil","2025-02-08 10:27:57",0.76315,1,cshamil
12648,13308952,Yash1902,"2025-02-08 12:19:15",0.76315,4,yash1902
12649,13177896,ugurcan95,"2025-02-08 17:49:59",0.76315,1,ugurcan95
12650,13315356,"Renee Peng","2025-02-15 07:16:28",0.76315,17,reneepeng
12651,13315913,mesaia314,"2025-02-09 07:51:36",0.76315,1,mesaia314
12652,13316407,"AI ISAWA","2025-02-09 11:02:24",0.76315,1,aiisawa
12653,13316403,KshV_0532,"2025-02-09 11:12:37",0.76315,2,kshv0532
12654,13316734,takehy,"2025-02-09 13:00:37",0.76315,1,takehy
12655,13316807,eskkst,"2025-02-09 13:24:37",0.76315,1,eskkst
12656,13316960,tike2002,"2025-02-15 15:01:12",0.76315,2,tike2002
12657,13317185,"al course","2025-02-10 08:48:13",0.76315,3,alcourse
12658,13317949,Missbo,"2025-02-09 20:16:57",0.76315,1,ametyst1101
12659,13318860,"Asad Ahamed","2025-02-10 05:07:54",0.76315,2,asadahamed
12660,13320675,"Julian Gasanego Barbuscio","2025-02-10 12:28:19",0.76315,1,juliangaba
12661,13322318,"TAIX PACHECO-GARCIA","2025-02-10 19:48:45",0.76315,3,taixpachecogarcia
12662,13322413,"Gill Bates2","2025-02-10 20:00:23",0.76315,2,gillbates2
12663,13322961,"aymane el hassnaoui","2025-03-06 23:50:06",0.76315,3,aymaneelhassnaoui4
12664,13150491,"Shuhei Fukuyama","2025-02-11 00:44:04",0.76315,1,shuheif7777japan
12665,13324226,"Rahal Jayawickrama","2025-02-11 06:57:26",0.76315,1,rahaljayawickrama
12666,13324565,"Kyoko Kibe","2025-02-11 08:21:03",0.76315,1,kyokokibe
12667,13325497,"Yasunari Yabe","2025-02-11 12:16:55",0.76315,1,yasunariyabe
12668,13326109,"Yuma Hori","2025-02-11 14:29:01",0.76315,1,yumahori
12669,13326325,"Raunak Shirodkar","2025-02-11 15:12:24",0.76315,1,raunakshirodkar
12670,13327053,"ASHUTOSH SWARNAKAR","2025-02-11 18:42:00",0.76315,4,ashutoshswarnakar
12671,13328258,"Kalpaj Kash","2025-02-12 01:33:53",0.76315,1,kalpajkash
12672,13301927,"Tài Trần Anh","2025-02-12 03:03:48",0.76315,2,cloudies
12673,13328992,"Saurabh Bagade","2025-02-12 06:02:17",0.76315,1,saurabhbagade
12674,13329375,tubatuba,"2025-02-12 08:47:11",0.76315,3,tubatubatsubasa
12675,13329936," Mahendarreddy","2025-02-12 09:57:13",0.76315,1,mahireddy1711
12676,13330115,"y hj wrwe","2025-02-12 10:51:51",0.76315,1,yhjqrwrq
12677,13330428,"Varun Sai Irukulapati","2025-02-12 12:09:23",0.76315,1,varunsaiirukulapati
12678,13331089,Nathan_nael21,"2025-02-12 14:54:43",0.76315,1,nathannael21
12679,13331819,DamTrang,"2025-02-12 17:40:48",0.76315,1,damtrang
12680,13331971,"Sanjit Sankara","2025-02-12 18:24:12",0.76315,1,sanjitssl
12681,13332489,"utkarsh tomar1","2025-02-12 21:09:17",0.76315,1,utkarshtomar1
12682,13332401,"Sude Naz Öztürk","2025-02-12 21:30:28",0.76315,4,snazoztrk
12683,13333791,"ShaoHo Lin","2025-02-13 04:59:23",0.76315,1,shaoholin
12684,13096032,"Sadık Can Barut","2025-02-13 11:03:52",0.76315,1,scbarut
12685,13335296,"Hiroyuki Hosono","2025-03-05 21:38:21",0.76315,2,hiroyukihosono
12686,13335495,shuruijiang,"2025-02-13 12:05:33",0.76315,1,farmersury
12687,13335603,"Jasper Bakker","2025-02-13 14:38:32",0.76315,9,jasperbakker
12688,13335923,klanshiro,"2025-02-13 13:43:34",0.76315,1,klanshiro
12689,13336015,MohanRaj0038,"2025-02-13 14:04:25",0.76315,1,mohanraj0038
12690,13336290,banyoo,"2025-02-13 15:09:29",0.76315,1,bangyooo
12691,13336504,"Sravya Evoory","2025-02-13 20:55:53",0.76315,2,sravyaevoory
12692,13336746,"ABDELAZIZ CHAIMA","2025-02-13 16:40:05",0.76315,1,abdelazizchaima
12693,13336783,"Bram Peterson","2025-02-13 16:49:09",0.76315,1,brampeterson
12694,13337159,後藤鉄也,"2025-02-13 18:02:05",0.76315,1,gotetsu
12695,13337621,"Menna Ahmed ll","2025-02-13 19:42:56",0.76315,1,mennaahmedll
12696,13339359,nichebebe,"2025-02-14 03:37:03",0.76315,1,nichebebe
12697,13339843,"Imaizumi Satoko","2025-02-21 14:49:07",0.76315,6,imaizumisatoko
12698,13340110,Tmryk0111,"2025-02-14 06:23:51",0.76315,1,tmryk0111
12699,13340862,"Swetha RS","2025-02-14 08:41:53",0.76315,1,shwethars
12700,13341804,"Alessio Dal Pozzolo","2025-02-14 12:21:01",0.76315,1,alessiodp
12701,13342500,llluork,"2025-02-18 10:39:41",0.76315,4,llluork
12702,13343068,Tanay_Gupta18,"2025-02-14 16:39:48",0.76315,3,tanaygupta18
12703,13343283,熊田葉太,"2025-02-14 17:09:38",0.76315,1,kuma2225
12704,13343646,DiaS24,"2025-02-14 18:45:41",0.76315,1,dias24
12705,13344766,よねだちか,"2025-02-15 03:40:16",0.76315,1,metachika
12706,13345000,"Sanzhar Ilichbekov","2025-03-07 16:32:27",0.76315,3,sanzharilichbekov
12707,13344714,"Diwas Shhrestha","2025-02-15 08:31:52",0.76315,1,diwasshhrestha
12708,6888305,"Chisa Okuma","2025-03-01 06:26:55",0.76315,2,chisaokuma
12709,13346828,"Saffi Ullah","2025-02-15 12:35:56",0.76315,1,saffigaming
12710,13346934,"Volkov Maksim","2025-02-15 13:08:15",0.76315,1,volkovmaksim
12711,13315415,photoshap,"2025-02-15 13:39:21",0.76315,15,photoshap
12712,13346631,ob31tt,"2025-02-18 03:22:40",0.76315,7,ob31tt
12713,13347570,NathanAkerhielms,"2025-02-15 16:13:56",0.76315,1,nathanakerhielms
12714,13348090,"Egor Maksimov #3","2025-02-15 19:38:11",0.76315,3,dedmoroz77
12715,13348119,"Nour Ali 1786","2025-02-15 19:47:41",0.76315,1,nourali1786
12716,13349707,"Mir Murtaza Zangejo ","2025-02-16 08:29:48",0.76315,2,mirmurtazazangejo
